numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
10,16,9,minimize-largest-sum,False,3.0,0.0030976999999998
10,48,1,maximize-smallest-sum,True,1655058052959.0,0.0030884000000002
10,32,9,maximize-smallest-sum,True,5268007.0,0.0030327999999997
10,32,1,minimize-largest-sum,True,43013016.0,0.0030307
10,16,2,minimize-largest-sum,False,168.0,0.0029896999999999
10,48,1,minimize-largest-sum,False,1068864779811.0,0.0029561
10,32,2,maximize-smallest-sum,True,12570532.0,0.0029202000000001
10,32,8,minimize-largest-sum,True,56760971.0,0.0028687999999998
10,16,3,minimize-largest-sum,True,29.0,0.0028588999999999
10,16,0,minimize-largest-sum,True,107.0,0.0028438
10,32,4,maximize-smallest-sum,True,7391729.0,0.0028436
10,16,4,minimize-largest-sum,True,83.0,0.0028008000000001
10,16,4,minimize-largest-sum,False,259.0,0.0027295999999998
10,16,5,minimize-largest-sum,False,77.0,0.0027165
10,32,9,minimize-largest-sum,True,5069073.0,0.0026427999999998
10,48,2,maximize-smallest-sum,True,4619761521094.0,0.0026400999999998
10,32,9,minimize-largest-sum,False,11511506.0,0.0026348999999998
10,32,6,minimize-largest-sum,True,4322498.0,0.0025288999999999
10,48,0,maximize-smallest-sum,True,1243399250680.0,0.0024981999999997
10,16,9,maximize-smallest-sum,True,487.0,0.0024622
10,48,9,minimize-largest-sum,False,730325462389.0,0.0024262999999999924
10,32,3,maximize-smallest-sum,True,41363401.0,0.0023883
10,16,5,maximize-smallest-sum,True,1556.0,0.0023781
10,16,8,maximize-smallest-sum,True,51.0,0.0023702000000001
10,32,5,minimize-largest-sum,False,974264.0,0.0023319000000001
10,48,7,minimize-largest-sum,False,4556675986355.0,0.0023313999999998725
10,32,0,maximize-smallest-sum,True,3259861.0,0.0022813999999999
10,48,7,maximize-smallest-sum,True,679543439777.0,0.00227799999999978
10,16,7,minimize-largest-sum,True,129.0,0.0022656999999999
10,48,6,maximize-smallest-sum,True,783319735712.0,0.0021716000000000513
10,48,2,minimize-largest-sum,False,277119025752.0,0.0021577000000001
10,48,3,minimize-largest-sum,True,1333336921874.0,0.0021335000000000104
10,48,9,minimize-largest-sum,True,499467200647.0,0.002083000000000057
10,16,3,maximize-smallest-sum,True,159.0,0.0020405
10,32,4,minimize-largest-sum,True,23784832.0,0.0019987999999999
10,48,0,minimize-largest-sum,True,374697477426.0,0.0019939999999998
10,48,5,minimize-largest-sum,True,533382453130.0,0.0019249999999999545
10,48,9,maximize-smallest-sum,True,3441537818123.0,0.0017149000000000747
10,32,2,minimize-largest-sum,True,6550594.0,0.0017030999999998
10,48,1,minimize-largest-sum,True,219391898251.0,0.0016948999999999
10,16,2,maximize-smallest-sum,True,128.0,0.0016912
10,48,7,minimize-largest-sum,True,480820823290.0,0.0016530000000001266
10,48,3,maximize-smallest-sum,True,1361685882344.0,0.0016481000000001522
10,16,7,maximize-smallest-sum,True,11.0,0.0016380999999998
10,16,9,minimize-largest-sum,True,513.0,0.0015393999999999
10,16,1,maximize-smallest-sum,True,163.0,0.0014153
10,48,4,minimize-largest-sum,True,1176852354916.0,0.0013559000000000765
10,32,8,maximize-smallest-sum,True,7017489.0,0.0013294999999999
10,16,8,minimize-largest-sum,True,208.0,0.0013202999999999
10,48,2,minimize-largest-sum,True,704521743012.0,0.0012961000000002
10,16,5,minimize-largest-sum,True,500.0,0.0012375999999998
10,16,1,minimize-largest-sum,True,394.0,0.0012097999999999
10,32,3,minimize-largest-sum,True,21755558.0,0.0011863999999999
10,32,5,minimize-largest-sum,True,1252035.0,0.0011446999999999
10,16,0,maximize-smallest-sum,True,65.0,0.0011037999999999
10,16,6,minimize-largest-sum,True,675.0,0.0010317000000001
10,16,2,minimize-largest-sum,True,712.0,0.0008420999999999
